round,player 0 bankroll,player 1 bankroll,player 2 bankroll
1,995,995,995
2,990,990,1000
3,1000,1000,995
4,1000,1005,995
5,1000,1005,990
6,1005,1000,985
7,1005,995,985
8,1000,990,985
9,995,985,980
10,1000,980,975
