round,player 0 bankroll,player 1 bankroll,player 2 bankroll
792,400.0,155.0,745.0
793,385.0,155.0,730.0
794,370.0,155.0,730.0
795,370.0,140.0,715.0
796,355.0,140.0,700.0
797,340.0,125.0,700.0
798,325.0,125.0,685.0
799,310.0,125.0,670.0
800,310.0,125.0,670.0
801,310.0,110.0,655.0
802,295.0,95.0,640.0
803,295.0,80.0,640.0
804,280.0,80.0,640.0
805,280.0,65.0,640.0
806,265.0,65.0,625.0
807,250.0,65.0,625.0
808,250.0,65.0,610.0
809,235.0,65.0,595.0
810,220.0,50.0,580.0
811,220.0,50.0,580.0
812,440.0,35.0,565.0
813,440.0,20.0,565.0
814,425.0,5.0,550.0
815,425.0,5.0,535.0
816,485.0,1000,520.0
817,470.0,985.0,505.0
818,530.0,970.0,490.0
819,515.0,955.0,475.0
820,515.0,940.0,475.0
821,500.0,925.0,475.0
822,500.0,910.0,460.0
823,485.0,895.0,445.0
824,470.0,895.0,445.0
825,470.0,895.0,445.0
826,470.0,895.0,445.0
827,455.0,895.0,445.0
828,440.0,880.0,445.0
829,425.0,880.0,430.0
830,410.0,865.0,415.0
831,410.0,865.0,415.0
832,410.0,865.0,415.0
833,470.0,850.0,400.0
834,455.0,850.0,385.0
835,440.0,835.0,385.0
836,425.0,820.0,370.0
837,410.0,820.0,355.0
838,395.0,805.0,355.0
839,380.0,790.0,355.0
840,365.0,790.0,340.0
841,350.0,775.0,340.0
842,350.0,775.0,340.0
843,350.0,760.0,325.0
844,335.0,820.0,310.0
845,335.0,805.0,295.0
846,320.0,790.0,295.0
847,305.0,775.0,355.0
848,305.0,760.0,355.0
849,305.0,745.0,355.0
850,290.0,730.0,340.0
851,290.0,715.0,340.0
852,275.0,715.0,340.0
853,275.0,700.0,340.0
854,260.0,700.0,325.0
855,260.0,685.0,310.0
856,245.0,670.0,310.0
857,230.0,655.0,295.0
858,215.0,640.0,295.0
859,215.0,625.0,280.0
860,200.0,625.0,265.0
861,420.0,610.0,250.0
862,420.0,595.0,250.0
863,405.0,580.0,235.0
864,390.0,565.0,220.0
865,450.0,550.0,220.0
866,510.0,550.0,220.0
867,510.0,535.0,220.0
868,510.0,520.0,220.0
869,510.0,520.0,205.0
870,510.0,505.0,205.0
871,510.0,490.0,190.0
872,510.0,475.0,190.0
873,495.0,460.0,175.0
874,480.0,460.0,175.0
875,465.0,445.0,160.0
876,450.0,430.0,145.0
877,450.0,430.0,145.0
878,435.0,415.0,145.0
879,420.0,415.0,130.0
880,405.0,415.0,115.0
881,390.0,415.0,100.0
882,390.0,415.0,100.0
883,375.0,415.0,100.0
884,375.0,400.0,100.0
885,360.0,400.0,85.0
886,345.0,385.0,70.0
887,330.0,385.0,55.0
888,315.0,370.0,55.0
889,315.0,370.0,40.0
890,375.0,370.0,25.0
891,360.0,355.0,10.0
892,360.0,340.0,1000
893,360.0,340.0,985.0
894,345.0,325.0,985.0
895,330.0,325.0,970.0
896,315.0,310.0,955.0
897,375.0,295.0,940.0
898,375.0,295.0,940.0
899,375.0,280.0,925.0
900,375.0,280.0,925.0
901,360.0,265.0,910.0
902,360.0,265.0,910.0
903,345.0,250.0,910.0
904,405.0,250.0,895.0
905,390.0,310.0,880.0
906,375.0,295.0,880.0
907,435.0,355.0,865.0
908,420.0,355.0,850.0
909,420.0,340.0,850.0
910,405.0,325.0,850.0
911,390.0,310.0,835.0
912,375.0,310.0,835.0
913,360.0,310.0,820.0
914,360.0,295.0,820.0
915,345.0,280.0,805.0
916,345.0,280.0,805.0
917,405.0,265.0,865.0
918,405.0,265.0,850.0
919,390.0,250.0,835.0
920,375.0,250.0,835.0
921,375.0,235.0,835.0
922,375.0,295.0,835.0
923,375.0,295.0,820.0
924,360.0,280.0,805.0
925,360.0,340.0,805.0
926,360.0,340.0,790.0
927,345.0,340.0,790.0
928,405.0,325.0,850.0
929,390.0,310.0,835.0
930,375.0,310.0,835.0
931,375.0,310.0,820.0
932,375.0,295.0,805.0
933,360.0,355.0,865.0
934,345.0,355.0,865.0
935,345.0,340.0,865.0
936,345.0,325.0,925.0
937,405.0,310.0,925.0
938,390.0,295.0,985.0
939,390.0,295.0,985.0
940,390.0,280.0,970.0
941,375.0,265.0,955.0
942,375.0,265.0,940.0
943,360.0,325.0,925.0
944,360.0,325.0,910.0
945,345.0,325.0,970.0
946,345.0,325.0,955.0
947,330.0,325.0,955.0
948,330.0,310.0,940.0
949,330.0,310.0,940.0
950,315.0,295.0,940.0
951,375.0,280.0,925.0
952,375.0,265.0,910.0
953,375.0,265.0,910.0
954,375.0,265.0,910.0
955,360.0,250.0,895.0
956,345.0,235.0,880.0
957,345.0,220.0,865.0
958,330.0,220.0,850.0
959,330.0,205.0,835.0
960,315.0,190.0,835.0
961,300.0,175.0,820.0
962,300.0,175.0,805.0
963,285.0,175.0,790.0
964,285.0,160.0,790.0
965,270.0,145.0,775.0
966,270.0,130.0,835.0
967,255.0,115.0,820.0
968,255.0,115.0,805.0
